drug_id,ID,UP,Entrezid
DB01567,DMD2K4I,P30536,706
DB01571,DMX71N9,P35372;P41143;P41145,4988;4985;4986
DB01576,DMMIHVP,Q96RJ0,134864
DB01577,DMPM4SK,P14416;P35368,1813;147
DB01579,DM6TS1N,P35368,147
DB01580,DM51OQW,P08588,153
DB01581,DMKM3SX,P0AC13,
DB01582,DMRGZ16,P0AC13,
DB01583,DMSTXWR,,
DB01586,DMCUT21,Q9UGH3;P53004,9962;644
DB01587,DM170OH,,
DB01588,DMEWC7N,P30536,706
DB01589,DMY4D87,P30536,706
DB01590,DM17TYR,P42345,2475
DB01590,DM8X2EH,P42345,2475
DB01591,DMG592Q,P20309,1131
DB01592,DMAP8MV,P69905,3039
DB01594,DMDX1ZC,P30536,706
DB01595,DMEGIQ6,P14867,2554
DB01597,DME2H5T,P16444,1800
DB01598,DMI9FBP,P0AD65,
DB01599,DMVZQ2M,O95477,19
DB01600,DM23D7J,P35354,5743
DB01601,DMITQS0,,
DB01601,DMNIWF5,,
DB01602,DMP54C7,,
DB01603,DMIKHN0,,
DB01604,DMX8CVY,,
DB01605,DMDU0BV,,
DB01606,DM3XNUI,P00807,
DB01607,DM4ME02,,
DB01608,DME9JNL,P35368,147
DB01609,DM6ETS0,,
DB01609,DMHPRWG,,
DB01610,DMS2IUH,P04293,
DB01611,DMSIVND,Q9NYK1,51284
DB01611,DMXZAL2,,
DB01612,DMJKO05,,
DB01613,DMFGQ2S,,
DB01615,DM1SRQT,P35367,3269
DB01618,DMAH70G,P14416,1813
DB01619,DMDTC7R,P35367,3269
DB01620,DMCH7RU,P35367,3269
DB01621,DMC68DF,,
DB01623,DMDINC4,P14416,1813
DB01624,DMKYD5N,P14416,1813
DB01626,DMM0HR1,P27338,4129
DB01627,DMVTHER,,
DB01628,DM6A4NW,P35354,5743
DB01632,DMT6KI7,P20035;P11172,7372
DB01638,DMAN0DE,,
DB01643,DMKM6NQ,P12461;P04183;P9WKE1,7083
DB01645,DM0JETC,Q92731,2100
DB01646,DM9WQ6V,P08100,6010
DB01647,DMXO9BQ,P27815;Q08499;Q07343,5141;5144;5142
DB01650,DM86HTZ,P00915;P00918,759;760
DB01656,DMPGHY8,,
DB01667,DM7VP90,P00491,4860
DB01671,DMWJN73,P00918,760
DB01677,DM9VLS2,O06913,
DB01677,DMP83UZ,P01579,3458
DB01683,DMT27QD,P23946,1215
DB01685,DMA04DE,P47989,7498
DB01686,DM0Y8OW,P35228;P29474,4843;4846
DB01694,DM376J2,Q9NP99,54210
DB01698,DMEHRAJ,P42330,8644
DB01702,DMSZ0H9,,
DB01708,DM67VKL,P10275;P11413,367;2539
DB01709,DMX6GH5,Q07412;P0A715;P47669,
DB01713,DMVE7MZ,,
DB01726,DMEMCQ9,,
DB01727,DMJKW4S,Q99798,50
DB01729,DM3GYFZ,,
DB01738,DM3O9YW,P05771,5579
DB01744,DMWIO46,,
DB01752,DMDUN83,P50135;Q9UBC3,3176;1789
DB01758,DMNZMH6,P07101,7054
DB01759,DMP84CS,P14679,7299
DB01764,DM4LTKV,,
DB01775,DMM1LG2,,
DB01779,DM0J5KF,Q07412,
DB01782,DMDN12L,P45983;P45984;P53779;P45983;P33981;P45984;P53779,5599;5601;5602;5599;7272;5601;5602
DB01783,DM091H2,,
DB01785,DMP5I47,P14324,2224
DB01786,DMVIDQL,Q47746,
DB01791,DMYL7VR,P27815;Q08499;Q07343,5141;5144;5142
DB01795,DMFZH49,P00915;P00918;P22748;Q47746,759;760;762
DB01796,DM8YGOI,P9WJJ7,
DB01800,DMGUNIL,,
DB01805,DM0OFT6,P22303,43
DB01811,DMBFCTZ,P02788,4057
DB01812,DMSOVFD,P47900,5028
DB01816,DMPZFDE,,
DB01819,DM2D947,P0A715,
DB01822,DMPKTB4,P19838;Q00653;Q04206;Q01201;Q04864,4790;4791;5970;5971;5966
DB01828,DMTPL4W,,
DB01833,DMWQCRD,P29474,4846
DB01837,DMAEHFT,P23219,5742
DB01844,DML6O4N,P00797;Q9UNI1,5972;1990
DB01851,DMX5MAU,,
DB01852,DMHEMUB,P15121;P03470;P10275;Q965D6;Q04760;Q16678;P14061;P16050;P09917,231;7504;367;2739;1545;3292;246;240
DB01861,DMLT4JA,Q14376;Q13304;Q15391,2582;2840;9934
DB01863,DMIFD35,Q06187;P31749,695;207
DB01864,DMIARG7,P45485,
DB01873,DM1WGUT,,
DB01880,DMVZL26,P09917;P14174,240;4282
DB01889,DM7RXQ6,Q14994,9970
DB01892,DM2L3PE,P23219;P09917;O75469,5742;240;8856
DB01910,DMNWM8H,P13079,
DB01915,DM4GZUJ,P18031;P12931;P01024;P30305,5770;6714;718;994
DB01917,DMWE6V1,P11926;P17707,4953;262
DB01927,DML7YPS,P15559,1728
DB01931,DMHKQ1L,Q05586,2902
DB01942,DMNFZC6,P00918;P34948;O60760;P13716;P68826;P09601;P29475;P05230;P20035;P0A6D3,760;27306;210;3162;4842;2246
DB01951,DMD5WK4,P62942,2280
DB01954,DMJ03UM,O76074;P27815;Q08499;Q07343,8654;5141;5144;5142
DB01955,DMVHKZT,P14555,5320
DB01956,DMVW7N3,P23415;P23416;O75311;Q5JXX5;P48167,2741;2742;8001;2743
DB01960,DM2403T,P06730,1977
DB01962,DM09MY1,P10721;P12931,3815;6714
DB01972,DM3SLZK,O76074;P04293;P78352;P08546;P20035,8654;1742
DB01992,DM1I8LU,P04035;P43155;P0A6I3;Q5HH38,3156;1384
DB01993,DM3FCAI,P94967,
DB01996,DMF3JHM,P45452;P08254,4322;4314
DB02007,DMR0EVN,P15121;P11217;P17169;P26276,231;5837
DB02010,DM0E9BR,O14920,3551
DB02015,DM1BDM8,Q9HBH1,64146
DB02016,DMVGITD,P48449,4047
DB02020,DMIAXCZ,P15121,231
DB02021,DMZL1I8,P15121,231
DB02029,DMPSYRW,P34913,2053
DB02031,DMRAC6T,P12461,
DB02034,DMUZNF0,Q16706,4124
DB02044,DMLZT64,P35228;P29474;P29475,4843;4846;4842
DB02052,DMLRQH0,O14965;P24941;P06493;Q9UQB9;Q96GD4;Q00535,6790;1017;983;6795;9212;1020
DB02053,DMRKO49,P0A715,
DB02054,DMH17MU,P23893,
DB02056,DMYDW6J,P43088;P43116;Q13258;Q9Y5Y4;P34995;P43115;P35408,5737;5732;5729;11251;5731;5733;5734
DB02057,DMFELMQ,,
DB02073,DMCA0WJ,P09601,3162
DB02076,DMB1QCY,P52209,5226
DB02078,DMD7WNV,P06241;P29401,2534;7086
DB02079,DMHNDTW,P35520;P17174,875;2805
DB02087,DMET46F,P00918,760
DB02095,DMOZ91H,P27338,4129
DB02097,DMK0W8E,,
DB02102,DMLG7QB,,
DB02109,DMNTDFV,P20839;Q9U8D3,3614
DB02111,DMKLZXV,P00338;P07195;P07864,3939;3945;3948
DB02114,DMZY41U,Q9UNI1,1990
DB02115,DMFCMPS,P05091,217
DB02116,DMNAFG1,P24941;P06493;Q00535,1017;983;1020
DB02122,DMFSH2I,P00807,
DB02132,DMQUSG9,P15121,231
DB02134,DMFBOQ7,P29275,136
DB02142,DMQ6POC,P94967;O15382;P54694,587
DB02152,DMT68RG,Q15139,5587
DB02153,DMILTRN,P00390;P68826;P54868,2936;3158
DB02166,DMZ1FRS,P22303,43
DB02169,DM47CO1,P28562,1843
DB02175,DML3HEM,,
DB02175,DMM5QXL,Q9GZT4,63826
DB02180,DMV7NGS,P30418,4836
DB02187,DM2Q19U,P03372,2099
DB02187,DM9PT03,P14061,3292
DB02196,DMXHO6J,Q14376;P17443,2582
DB02209,DMFUNL1,P11926;P0A794,4953
DB02210,DMWAPGI,P04150;P04054,2908;5319
DB02212,DMZQ75M,P52209;P20035;P18843;P49915;P03950;P07833,5226;8833;283
DB02216,DMAMRKS,P16455;P07339,4255;1509
DB02224,DMQJSF9,,
DB02230,DMX2NKO,P00491,4860
DB02232,DML0YEK,O43570;P00918;P22748,771;760;762
DB02235,DMKE18W,P12461;P05067,351
DB02239,DMTZ17V,P13716,210
DB02255,DM7V9CT,P08253;P03956;P22894;P14780;P50281;P45452;P39900;P15917;P08254;Q8N119,4313;4312;4317;4318;4323;4322;4321;4314;118856
DB02256,DM1HMWA,P12461;P04183,7083
DB02261,DMRZAQW,P25105,5724
DB02262,DMP6BSH,Q08210,
DB02266,DMC8VNH,P23219;P35354;P10275;P42330,5742;5743;367;8644
DB02272,DM5HMTB,P13716,210
DB02281,DMWG0P3,Q13126;P0AF12,4507
DB02282,DMC8J6F,P29275;P29274;P30542;P0DMS8;Q13126,136;135;134;140;4507
DB02285,DMWYE7A,O60760,27306
DB02289,DMG98QO,Q13315,472
DB02296,DMZ8IL9,P00797,5972
DB02300,DM03CP7,P11473,7421
DB02315,DMOU93V,O00408;P10644,5138;5573
DB02329,DMO648T,P28845,3290
DB02333,DMCG5V2,P06968,
DB02335,DM9YCAH,P35228;P29474;P29475,4843;4846;4842
DB02338,DM75Q34,Q965D6,
DB02342,DMB0NVQ,,
DB02342,DMGBPME,Q16665,3091
DB02343,DMY8IOP,P22303;Q16719,43;8942
DB02348,DMIRBYE,P11217,5837
DB02362,DMNGW2M,,
DB02373,DMJZPSX,P49789,2272
DB02375,DMTV4L0,P48736,5294
DB02377,DMIWLJE,P30793,2643
DB02379,DM5IHYP,P23219;P9WGR1;Q965D5;P04746;P10253;Q14697;Q8TET4;P35557;P11217,5742;279;2548;23193;2595;2645;5837
DB02382,DM1EZ3N,P9WJJ7,
DB02383,DMSUFW6,P15121;Q99720,231;10280
DB02406,DM56RAX,O15552;O14843,2867;2865
DB02421,DMAYCQU,Q14376,2582
DB02424,DMS7TC5,P07900,3320
DB02426,DMEORTQ,P12235,291
DB02431,DM4T62U,P51582,5030
DB02435,DMNX9FC,P0A749,
DB02446,DMT7K0U,P17169,
DB02448,DMNZ37C,P04054;P14555,5319;5320
DB02451,DM48VJR,P16233;P08100,5406;6010
DB02452,DM9OEJT,P04293;P04183;P9WKE1,7083
DB02462,DMPTSN0,P35228,4843
DB02464,DMRM6ES,,
DB02465,DMX8QK0,,
DB02482,DMTFHPI,P53778;O14965;Q04759;P28482;P50613;P08100,6300;6790;5588;5594;1022;6010
DB02485,DMH48YE,,
DB02496,DMCSPU4,P0A794,
DB02498,DMGP4M3,P09874,142
DB02500,DMQPTL5,P04183,7083
DB02509,DMV2X1B,P27338,4129
DB02518,DMZW9AC,P15121,231
DB02527,DMZRQU7,Q56921;P31323;P10644,5577;5573
DB02530,DMTW79H,P14867;Q9UBS5;O75899;P47870;P18507;P30531;P13612;P34903;P31644;P47869;P48066,2554;2550;9568;2561;2566;6529;3676;2556;2558;2555;6538
DB02531,DMX4VY9,O15552;O14843,2867;2865
DB02536,DMAYPLE,,
DB02536,DMOWNB4,P15121,231
DB02545,DMWCLQ5,Q96RI1,9971
DB02546,DMWMPD4,Q13547,3065
DB02552,DMB9LE1,P14324,2224
DB02553,DMPX7FR,P00390,2936
DB02556,DMTUHFX,P06850,1392
DB02557,DM3VL7G,P08473,4311
DB02567,DMOZEW9,P09619;P11362;P16234;P12931;P06239,5159;2260;5156;6714;3932
DB02568,DMHV58T,P00491,4860
DB02587,DM6ITNG,Q08462,108
DB02592,DMGFLI7,P07639,
DB02594,DMYE5LJ,P04183,7083
DB02596,DMWV5C3,P26281;P18843,
DB02600,DMG0OUD,P03470,7504
DB02606,DMJG4WR,,
DB02613,DM2WEB9,Q08210,
DB02622,DM7LOHK,P18031,5770
DB02624,DMTKN4A,P19634,6548
DB02638,DMT9FH3,P37288,552
DB02640,DMA3Y8C,P50579,10988
DB02648,DMVDLT4,O00206,7099
DB02655,DM7Z892,Q12879;Q05586;Q13224;O15399;Q14957;P43003;P43005;O00341;P43004;P48664,2903;2902;2904;2906;2905;6507;6505;6512;6506;6511
DB02656,DMY1AFS,P48736,5294
DB02657,DMY590Q,P17169,
DB02659,DM7OKQV,P04054;P22830;P23141,5319;2235;1066
DB02660,DMGD5QN,Q07343,5142
DB02662,DM3C2VA,P18031,5770
DB02687,DMHIG9K,P23219;Q9ULX7;P03470;P06276;P08100,5742;23632;7504;590;6010
DB02688,DM6SBPI,P31120,
DB02690,DMPA8WO,P09874,142
DB02691,DM0SXNM,,
DB02697,DMUVCRQ,P45452;P08254,4322;4314
DB02701,DMUPE07,P09874,142
DB02703,DMWVCF3,,
DB02709,DM3RWXL,P23219;Q96EB6,5742;23411
DB02712,DM31VE4,P15121,231
DB02716,DMCGNUO,P06730,1977
DB02721,DMF3CLX,P0A515,
DB02726,DMO14NH,Q07412,
DB02733,DMOERXK,P13945;P24941;P06493;Q00535,155;1017;983;1020
DB02745,DMQTREB,P19971,1890
DB02746,DMF9T64,P9WJJ7,
DB02758,DMF0VAG,Q7Z2H8,206358
DB02767,DMFJLWO,O00206;Q9Y6Y9,7099;23643
DB02772,DMVWUCF,P00807,
DB02779,DMUPMCZ,Q06124,5781
DB02788,DM9GPKR,P27338,4129
DB02789,DM6VFO1,P11474,2101
DB02790,DM7J0YG,Q14376,2582
DB02795,DM8HWS9,P04054,5319
DB02796,DME7ONQ,P00491,4860
DB02810,DM7D3GL,P68826,
DB02811,DMM4QFL,P06276,590
DB02821,DMNLTGF,P04181,4942
DB02843,DMPW46G,,
DB02843,DMU36HT,P11217;P26276,5837
DB02852,DMYPVO0,P39086;Q16478;Q13002;Q16099,2897;2901;2898;2900
DB02854,DMVI9DM,,
DB02857,DM4T5LH,P04293;P00491;P08546,4860
DB02859,DM18IKZ,O00763,32
DB02866,DMQ4L1I,P00918,760
DB02867,DM7O1IW,P26276,
DB02869,DMHDFZE,P43235,1513
DB02877,DMSABD0,P10826,5915
DB02888,DM9K834,P62942,2280
DB02890,DMDMNQV,P9WIU2;P11172,7372
DB02893,DMMKGBP,P50579,10988
DB02899,DMX80JF,P12461,
DB02900,DM3NCM1,P20645;P26276,4074
DB02901,DM3S8XC,P10275;P10275,367;367
DB02918,DMC38FO,,
DB02921,DMT3S72,P04183,7083
DB02925,DM0SCDR,Q13621,6557
DB02938,DM4NY9H,P04054,5319
DB02944,DMF5DLW,P27487;P23219;P08069;P08887;P40189;P04054;P23141;P01130;P01008;P30273;P06280;P03470;P06276;P16410;P03452;P02788;P06729;P29475;P07339;Q9BZ11;P02749;P09848;P08100;Q9NNX6;Q9BZR6;P01215;P05546;P24855,1803;5742;3480;3570;3572;5319;1066;3949;462;2207;2717;7504;590;1493;4057;914;4842;1509;80332;350;3938;6010;30835;65078;1081;3053;1773
DB02948,DM7G0EP,O96693,
DB02951,DM67QDT,Q07412,
DB02952,DM9GXFJ,P01303;P06850,4852;1392
DB02959,DMDWZGJ,Q495M3;Q7Z2H8,153201;206358
DB02962,DM1IZA7,Q13627,1859
DB02966,DMCIZ7P,P42261;P42262;P42263;P48058,2890;2891;2892;2893
DB02975,DMJK7V0,Q00080,
DB02983,DMQVFWJ,Q92731,2100
DB02985,DM3K1EO,P00491,4860
DB02994,DMPS2B1,P15121;P29474,231;4846
DB02995,DMYQH2N,P0A749,
DB02998,DMTSGOW,P06401;P10275;P10275,5241;367;367
DB02999,DMDQBTX,P39086;Q04609;Q14832;P41594;Q14416;Q13255;O00222;Q14831,2897;2346;2913;2915;2912;2911;2918;2917
DB03010,DMM5ZX6,,
DB03017,DM9C8KQ,P02788;O00206;P14555;P9WQD9;P23008;Q9Y6Y9;P0AAI5;P41235,4057;7099;5320;23643;3172
DB03026,DMAYLNO,P14223,
DB03028,DMNZAVE,P07339,1509
DB03040,DMIOQFU,P02788,4057
DB03041,DMW16X2,Q15391,9934
DB03044,DM6BU7N,P08631,3055
DB03048,DM9MPDK,Q12882,1806
DB03052,DMJUW8H,P24557,6916
DB03056,DMONGDX,P23141,1066
DB03059,DM3HYU8,Q5HH38;P54868,3158
DB03060,DMYO4A3,Q9HBH1,64146
DB03066,DMBNFQ8,Q9BXC0,27198
DB03070,DMXERWD,P12268,3615
DB03085,DMQFBH6,P11413,2539
DB03088,DMROZUA,P04746;P03950;O43612,279;283;3060
DB03095,DMLEPYN,Q14376,2582
DB03101,DM7V8DZ,P00491,4860
DB03107,DMC64EI,P48066,6538
DB03108,DMW4KXQ,P52209,5226
DB03110,DM2E3X5,Q16539,1432
DB03127,DM37GWL,P00749;P07477;Q9Y5Y6;Q92876,5328;5644;6768;5653
DB03128,DMDF79Z,,
DB03144,DMOXQ3N,P35228;P29474;P29475,4843;4846;4842
DB03147,DM5S4GK,P27338;O06913;P00390;P21397;P47989;P39051;P16083;Q12882;Q16881;P15559;P29475;P90597;P08373;P24232,4129;2936;4128;7498;7175;4835;1806;7296;1728;4842
DB03148,DMRGFEM,P21589,4907
DB03153,DMLB2W5,P20035,
DB03156,DM1YBTC,,
DB03166,DM4SJ5Y,,
DB03170,DMGHM1L,,
DB03172,DMHICK8,,
DB03192,DMV1HMX,P51659,3295
DB03203,DMO1FTI,Q9Y5K3,9468
DB03206,DM2ATZB,O43451;P10253;Q14697;Q8TET4;P10253,8972;2548;23193;2595;2548
DB03222,DMMXFBJ,Q96G91,5032
DB03223,DMRWD9M,Q5A0M4,
DB03225,DMKIML1,P49019,8843
DB03226,DMAWTUL,Q24803,125
DB03253,DMZON3T,P27487,1803
DB03255,DM1QSM3,P00915;O43570;P00918;P22748;Q9ULX7;Q16790,759;771;760;762;23632;768
DB03260,DMSHF0K,P00915;P23280;O43570;P22748;Q9ULX7;Q16790,759;765;771;762;23632;768
DB03270,DMGEYAK,P00918,760
DB03283,DM3BOQA,P22303,43
DB03298,DMQ6P13,P12931,6714
DB03310,DM9EQC0,P00390,2936
DB03310,DMJ85FS,,
DB03313,DMYW3ZG,P0AD68;Q47746;P02919,
DB03316,DMI36WC,Q9Y275,10673
DB03323,DMH0ROP,O43451;P10253;Q14697;Q8TET4,8972;2548;23193;2595
DB03328,DM93MAB,P47989,7498
DB03329,DMVAQOZ,P07858,1508
DB03345,DMJBO3D,P12461;Q9HBH1;P00918;P01009;P09038;P13716;P30305;Q04760;Q9U8D3;P14060;P26439;P09429,64146;760;5265;2247;210;994;2739;3283;3284;3146
DB03350,DMTB965,P12008,
DB03351,DM5GILS,Q9HBH1,64146
DB03380,DMGVELK,P01303;Q86WA6,4852;670
DB03381,DMJCHE1,P08100,6010
DB03385,DM45N6U,P00918,760
DB03395,DMDAS5B,P00797,5972
DB03397,DMEQSTP,P0A749;Q14376,2582
DB03401,DMNUKIX,Q14643;Q14571;Q14573,3708;3709;3710
DB03403,DM6PAXD,P04951;Q97PK6,
DB03410,DM4OKXI,,
DB03413,DMIFMDC,P06968,
DB03419,DMNPO9Q,Q12882,1806
DB03431,DMFUHKP,Q9H244;Q15077;P47900;Q9BPV8;Q8TD43,64805;5031;5028;53829;54795
DB03435,DMDQKJB,Q14376,2582
DB03444,DM12WYV,P49840;O14965;Q9UQB9;Q96GD4,2931;6790;6795;9212
DB03451,DMJ3ZT8,P11473,7421
DB03462,DMKGXB9,P19971,1890
DB03467,DMHAZLM,P11511;Q92731;Q04760;Q16678;P14061,1588;2100;2739;1545;3292
DB03470,DMDUGQ1,P39051,7175
DB03485,DM6VH7A,P02788,4057
DB03496,DMKSUOI,P50750;P11217,1025;5837
DB03501,DMPA0BJ,Q14376,2582
DB03515,DMHO56W,P14060;P26439,3283;3284
DB03516,DM96NCR,Q12882,1806
DB03523,DMKGM42,Q02127,1723
DB03530,DMIZ5VO,P00807,
DB03532,DM4IRU5,P45485,
DB03541,DMR3A5N,P12461;P16083,4835
DB03542,DM8LVQF,O14732,3613
DB03552,DM0748C,P07101,7054
DB03553,DMPUFDS,Q8TCC7,9376
DB03554,DM4O6I5,Q12882,1806
DB03560,DM471P5,P27338;P80404,4129;18
DB03563,DMK8P61,P48449,4047
DB03566,DMVJNFI,Q16881,7296
DB03568,DMTAJP7,P06276,590
DB03575,DMQBEYX,Q12879;Q05586;Q13224,2903;2902;2904
DB03581,DMKY1L4,P17169,
DB03581,DMNRW57,,
DB03585,DMPZS7U,P02768,213
DB03587,DMRC3OZ,P04054;O75762,5319;8989
DB03587,DMUBY4J,,
DB03588,DMP6IHR,P07858,1508
DB03594,DM73F5A,P00918,760
DB03600,DM8FMYL,P9WQD9,
DB03601,DM6YSG3,P11511;P47989,1588;7498
DB03604,DMZO6CV,P10827;P10828,7067;7068
DB03606,DM1SJZ3,P27815;Q07343,5141;5142
DB03608,DM2Y0AI,P19801,26
DB03612,DM0PCWZ,,
DB03615,DMXWUHA,,
DB03619,DM3GYAL,,
DB03619,DM64WYC,P12004,5111
DB03623,DMOL01E,P53779,5602
DB03636,DMTCEFV,P22894,4317
DB03660,DMF8EJ6,P27487,1803
DB03661,DMXI8FP,P18031;P30305;P68826;P07711,5770;994;1514
DB03674,DM6YEW4,P00918;P30305,760;994
DB03685,DMG1NM7,P12461;P9WIU2,
DB03693,DMV0RFU,P48729;P48730;P49674;Q9HCP0;P78368;Q9Y6M4,1452;1453;1454;53944;1455;1456
DB03694,DMM1IAU,P14679,7299
DB03695,DM276N1,P00374,1719
DB03696,DMHN74V,P48449,4047
DB03701,DMBQPA5,Q01959,6531
DB03703,DM3JFZ2,P00807,
DB03708,DM0YQ2I,,
DB03709,DMTRDPI,P00747,5340
DB03719,DMAO9SH,P29275;P29274;P30542;P0DMS8,136;135;134;140
DB03721,DMCAR7B,P23141;P16109;P03470;P16581,1066;6403;7504;6401
DB03722,DMV1F7U,P09874,142
DB03740,DMOUG6Y,P12821;P04062;P22303,1636;2629;43
DB03740,DMRKIYB,,
DB03745,DMAM619,P0A715,
DB03754,DMOBLGK,P17707,262
DB03756,DMMUCG4,P23219;P35354,5742;5743
DB03758,DMNZS94,P07900,3320
DB03759,DMQXPA5,P39086;Q12879;P42261;Q05586;Q13224,2897;2903;2890;2902;2904
DB03761,DME1AGO,P12461,
DB03766,DM9TN2W,P94967,
DB03783,DMRQAM0,P20839;P23219,3614;5742
DB03785,DMGCQ4E,,
DB03791,DMG60ET,P55055;Q13133,7376;10062
DB03793,DMKB9FI,P51151,9367
DB03796,DMWUXDZ,Q01469;P15090;P08100,2171;2167;6010
DB03798,DMG7CAU,P12461,
DB03799,DM4IKBV,P13254,
DB03800,DMPV1LU,P12461;P06968,
DB03801,DMW1YK3,P94967;P24941,1017
DB03814,DMZVHSB,Q9HBH1;P00807;P22303;P06276;P28845;P23946;P17169;P24232,64146;43;590;3290;1215
DB03816,DM8TG41,Q9A178,
DB03819,DMGLSPC,Q08210,
DB03822,DMW0J3D,P06276,590
DB03843,DM7Q6M0,Q47746;O75762,8989
DB03849,DMHSM7I,P27815,5141
DB03852,DME5CK3,Q7Z2W7,79054
DB03854,DMVPZG9,P00915;P23280;O43570;P00918;P22748;Q9ULX7;Q16790,759;765;771;760;762;23632;768
DB03864,DMENSOZ,P48147,5550
DB03866,DME74SP,P35354,5743
DB03867,DMITMN9,P00390,2936
DB03880,DM92VRP,P08254,4314
DB03886,DMLNQ2F,Q9HBH1,64146
DB03900,DMHM5GJ,P0DP23;P0DP24;P0DP25;P50579,801;805;808;10988
DB03902,DMLN2GQ,P12931,6714
DB03904,DMUK75B,,
DB03909,DMTNQCE,P06213;P51575;O00764,3643;5023;8566
DB03912,DMJ0A4Z,,
DB03921,DM70YTF,P36897,7046
DB03929,DM3YH4I,P23415;Q05586,2741;2902
DB03937,DMLT7FQ,P0A715,
DB03940,DMTYBC9,P80404;P00338;P07195;P07864,18;3939;3945;3948
DB03945,DMIZLVW,P02741,1401
DB03947,DM1ROU7,,
DB03953,DM7X8MH,P35228;P29474;P29475,4843;4846;4842
DB03966,DMD5FIU,P11388;Q02880,7153;7155
DB03968,DM5GELS,P00797,5972
DB03974,DML83XP,P29474,4846
DB03975,DMT56ER,P00918,760
DB03977,DMZQXLS,P0DP23;P0DP24;P0DP25,801;805;808
DB03991,DMIAM5L,P03470,7504
DB03999,DMF5D1N,,
DB04005,DMTHMEI,P41231;Q15077;P51582;Q96G91,5029;5031;5030;5032
DB04014,DM8LUYM,P24941;P06493;Q00535,1017;983;1020
DB04017,DMCEUJD,P21397,4128
DB04022,DMG2ZFV,P20035,
DB04029,DM9IODG,P25103,6869
DB04066,DMGJSVD,P00915;P23280;O43570;P00918;P22748;Q9ULX7;Q16790,759;765;771;760;762;23632;768
DB04072,DM3YGWL,Q99798,50
DB04074,DMBZTS5,O15382,587
DB04076,DMLSABI,P00491,4860
DB04094,DM7BQ65,P62942,2280
DB04098,DMDLN9E,P05129;P17252;P05771;P68400;P17612;Q02156;Q05513;Q05655;Q56921;P31323;P24723,5582;5578;5579;1457;5566;5581;5590;5580;5577;5583
DB04099,DMDFRTI,P0A752,
DB04106,DMV62ED,Q16881,7296
DB04115,DMC5Q8X,O14746,7015
DB04129,DMXQ47M,P42261,2890
DB04132,DMNWP02,O60760,27306
DB04136,DMIG3FX,P00734,2147
DB04137,DMV2OJX,P30793;P0A6P7,2643
DB04139,DMVRFU5,P04183,7083
DB04145,DMO7M2N,,
DB04147,DM3W2OE,P27338;Q08210;P08100,4129;6010
DB04149,DM95Z4Q,P27815;Q07343,5141;5142
DB04160,DMYWL89,P14324,2224
DB04168,DMMT1YQ,P0AC16,
DB04168,DMSWJ5X,,
DB04173,DM43AN2,P49789,2272
DB04177,DM5AOFW,P05023,476
DB04196,DMT2YNG,P0AC13,
DB04198,DMHLYUM,P20035,
DB04202,DM5CMA8,P05091,217
DB04203,DMX3ANZ,P00918,760
DB04209,DMXM19W,Q16280;P29973;Q92952;Q9UGI6;Q9H2S1,1260;1259;3780;3782;3781
DB04214,DMBX4UJ,P00915;P00918,759;760
DB04216,DM3NC4M,Q8NF37;Q7L5N7,79888;54947
DB04216,DMMOSVD,P40763,6774
DB04223,DM7T80N,P29474;P29475,4846;4842
DB04224,DM54O1Z,P07148;P15090,2168;2167
DB04233,DMY6FUD,P16233;P08100,5406;6010
DB04242,DM3WQNY,P27338,4129
DB04250,DMOBYVL,P06276,590
DB04252,DMJ13TR,,
DB04252,DMRAX19,,
DB04256,DMG5QJB,Q14832;P41594;Q14416;Q13255;Q14831,2913;2915;2912;2911;2917
DB04257,DM4W5X8,P47205,
DB04258,DMKL9QO,P11473,7421
DB04261,DMJQ3LN,P00807,
DB04272,DM37NYK,,
DB04272,DM80YI7,P10613;Q9HBA0;Q9P0L9,59341;9033
DB04275,DMJ4SBM,P48039,4543
DB04276,DMMOPAK,P25774;P46925;P39898;O91466,1520
DB04286,DM83L5Y,P12821,1636
DB04289,DMB70WC,P9WGR1,
DB04297,DM9C8NX,,
DB04299,DM4L0R7,P39051;P17174,7175;2805
DB04315,DM0MUKQ,P51151;Q00080;P45485;P21980;Q5A0M4;Q9U8D3;P0A6P7,9367;7052
DB04324,DMM4CE7,P50579,10988
DB04325,DMX0G4F,P28223,3356
DB04327,DMOPYWF,,
DB04328,DMBE0CT,P0A6D3,
DB04331,DMLSEJN,P52732,3832
DB04334,DM7M58P,Q16853,8639
DB04335,DMY65AR,,
DB04338,DMSBUET,Q16539;P28482,1432;5594
DB04339,DMQPKCD,Q16236;Q14145,4780;9817
DB04343,DMQUP7O,P9WKK7,
DB04348,DM2LZ8F,Q12908;P19835,6555;1056
DB04349,DMIBEY6,,
DB04351,DMJ5U8C,Q99798,50
DB04365,DMFJZK3,P11229,1128
DB04367,DMDLER8,Q02750;O14757;O96017;P04049;P28482,5604;1111;11200;5894;5594
DB04368,DM5SDV9,P68826,
DB04370,DMDIYWV,P23247,
DB04376,DMJ2T7P,Q05655,5580
DB04377,DMJD0UV,P04035,3156
DB04381,DMTWRQI,O75762;P05091,8989;217
DB04398,DM462BT,,
DB04400,DMQU4XM,P07101;P35228;P0AC16,7054;4843
DB04409,DML6FI3,P05230,2246
DB04417,DM4QO9G,,
DB04425,DM5TXY1,P0AC16,
DB04440,DMHNS0V,P00813,100
